ID,Periods,Month,Year,Airport,CrossCountryFlights_1,TotalFlights_3,Scheduled_4,NonScheduled_5,TotalArrivalsFlights_6,Scheduled_7,NonScheduled_8,TotalDeparturesFlights_9,Scheduled_10,NonScheduled_11,TotalPassengers_12,Scheduled_13,NonScheduled_14,TotalArrivalsPassengers_15,Scheduled_16,NonScheduled_17,TotalDeparturesPassengers_18,Scheduled_19,NonScheduled_20,TotalCountryOfOriginDestination_21,EuropeTotal_22,EUCountries_23,OtherEurope_24,TotalIntercontinentalPassengers_25,Africa_26,NorthAfrica_27,WestAfrica_28,CentralAfrica_29,EastAfrica_30,SouthAfrica_31,America_32,NorthAmerica_33,CentralAmerica_34,SouthAmerica_35,Asia_36,WestAsia_37,SouthEastAsia_38,NorthEastAsia_39,Oceania_40
1188,2017MM06,June,2017,Rotterdam,2713,1597,1330,267,792,664,128,805,666,139,186491,179867,6624,92354,89193,3161,94137,90674,3463,186491,183160,181265,1895,3331,3331,2809,522,0,0,0,0,0,0,0,0,0,0,0,0
1189,2017KW02,Q2,2017,Rotterdam,7864,4749,4014,735,2371,2007,364,2378,2007,371,531081,512963,18118,259843,251363,8480,271238,261600,9638,531081,517859,513029,4830,13222,13222,11527,1695,0,0,0,0,0,0,0,0,0,0,0,0
1190,2017MM07,July,2017,Rotterdam,2526,1575,1284,291,781,640,141,794,644,150,193211,181677,11534,89801,85108,4693,103410,96569,6841,193211,186801,183153,3648,6410,6410,5151,1259,0,0,0,0,0,0,0,0,0,0,0,0
1191,2017MM08,August,2017,Rotterdam,2520,1564,1294,270,779,647,132,785,647,138,195301,182876,12425,102032,95156,6876,93269,87720,5549,195301,187308,182684,4624,7993,7993,6902,1091,0,0,0,0,0,0,0,0,0,0,0,0
1192,2017MM09,September,2017,Rotterdam,2366,1536,1311,225,765,655,110,771,656,115,188847,181172,7675,95455,91282,4173,93392,89890,3502,188847,184290,182183,2107,4557,4557,4557,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,2017KW03,Q3,2017,Rotterdam,7412,4675,3889,786,2325,1942,383,2350,1947,403,577359,545725,31634,287288,271546,15742,290071,274179,15892,577359,558399,548020,10379,18960,18960,16610,2350,0,0,0,0,0,0,0,0,0,0,0,0
1194,2017MM10,October,2017,Rotterdam,2280,1473,1239,234,731,620,111,742,619,123,157992,155290,2702,82035,80642,1393,75957,74648,1309,157992,154210,152400,1810,3782,3782,3782,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,2017MM11,November,2017,Rotterdam,1489,848,653,195,421,325,96,427,328,99,70941,65593,5348,37052,33978,3074,33889,31615,2274,70941,67360,67175,185,3581,3215,3215,0,0,0,0,310,0,310,0,56,56,0,0,0
1196,2017MM12,December,2017,Rotterdam,1346,852,709,143,423,358,65,429,351,78,73985,70679,3306,34776,33366,1410,39209,37313,1896,73985,72207,70808,1399,1778,1612,1436,176,0,0,0,0,0,0,0,166,166,0,0,0
1197,2017KW04,Q4,2017,Rotterdam,5115,3173,2601,572,1575,1303,272,1598,1298,300,302918,291562,11356,153863,147986,5877,149055,143576,5479,302918,293777,290383,3394,9141,8609,8433,176,0,0,0,310,0,310,0,222,222,0,0,0
1198,2017JJ00,2017,2017,Rotterdam,26249,16270,13762,2508,8099,6880,1219,8171,6882,1289,1732692,1668547,64145,861481,829827,31654,871211,838720,32491,1732692,1691201,1667288,23913,41491,40958,36570,4388,0,0,0,310,0,310,0,223,223,0,0,0
1199,2018MM01,January,2018,Rotterdam,1558,988,874,114,493,440,53,495,434,61,89021,87291,1730,45124,44082,1042,43897,43209,688,89021,86830,85192,1638,2191,1551,1405,146,0,0,0,640,228,412,0,0,0,0,0,0
1200,2018MM02,February,2018,Rotterdam,1821,988,807,181,498,403,95,490,404,86,88493,85203,3290,42614,41137,1477,45879,44066,1813,88493,87155,85499,1656,1338,1338,1338,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,2018MM03,March,2018,Rotterdam,2087,1198,1044,154,597,523,74,601,521,80,121533,118044,3489,61646,59914,1732,59887,58130,1757,121533,119180,115953,3227,2353,2160,2160,0,0,0,0,0,0,0,0,193,193,0,0,0
1202,2018KW01,Q1,2018,Rotterdam,5466,3174,2725,449,1588,1366,222,1586,1359,227,299047,290538,8509,149384,145133,4251,149663,145405,4258,299047,293165,286644,6521,5882,5049,4903,146,0,0,0,640,228,412,0,193,193,0,0,0
1203,2018MM04,April,2018,Rotterdam,2455,1461,1195,266,733,596,137,728,599,129,144208,135707,8501,66040,62929,3111,78168,72778,5390,144208,139027,132736,6291,5181,5181,5181,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,2018MM05,May,2018,Rotterdam,3105,1964,1658,306,971,830,141,993,828,165,221150,207268,13882,109712,102917,6795,111438,104351,7087,221150,216789,205776,11013,4361,4361,4361,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,2018MM06,June,2018,Rotterdam,3225,1921,1588,333,953,796,157,968,792,176,217739,206943,10796,107243,103013,4230,110496,103930,6566,217739,213558,207936,5622,4181,4181,4181,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,2018KW02,Q2,2018,Rotterdam,8785,5346,4441,905,2657,2222,435,2689,2219,470,583097,549918,33179,282995,268859,14136,300102,281059,19043,583097,569374,546448,22926,13723,13723,13723,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,2018MM07,July,2018,Rotterdam,3126,1897,1537,360,951,769,182,946,768,178,230635,210896,19739,106713,99021,7692,123922,111875,12047,230635,223614,212897,10717,7021,6030,6030,0,0,0,0,251,251,0,0,740,740,0,0,0
1208,2018MM08,August,2018,Rotterdam,2804,1864,1520,344,924,759,165,940,761,179,232799,209007,23792,122246,109026,13220,110553,99981,10572,232799,226649,211885,14764,6150,5364,5364,0,0,0,0,0,0,0,0,786,786,0,0,0
1209,2018MM09,September,2018,Rotterdam,2920,1879,1572,307,939,789,150,940,783,157,223027,211080,11947,112043,106340,5703,110984,104740,6244,223027,217909,211607,6302,5118,4964,4964,0,0,0,0,0,0,0,0,154,154,0,0,0
1210,2018KW03,Q3,2018,Rotterdam,8850,5640,4629,1011,2814,2317,497,2826,2312,514,686461,630983,55478,341002,314387,26615,345459,316596,28863,686461,668172,636389,31783,18289,16358,16358,0,0,0,0,251,251,0,0,1680,1680,0,0,0
1211,2018MM10,October,2018,Rotterdam,2768,1763,1472,291,877,740,137,886,732,154,193930,179720,14210,102562,95686,6876,91368,84034,7334,193930,187049,177580,9469,6881,6881,6881,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,2018MM11,November,2018,Rotterdam,1705,884,698,186,440,349,91,444,349,95,73245,68251,4994,37959,35163,2796,35286,33088,2198,73245,69196,68985,211,4049,4049,4049,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,2018MM12,December,2018,Rotterdam,1373,808,672,136,402,334,68,406,338,68,72378,68076,4302,33519,31193,2326,38859,36883,1976,72378,68617,65555,3062,3761,3761,3761,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,2018KW04,Q4,2018,Rotterdam,5846,3455,2842,613,1719,1423,296,1736,1419,317,339553,316047,23506,174040,162042,11998,165513,154005,11508,339553,324862,312120,12742,14691,14691,14691,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,2018JJ00,2018,2018,Rotterdam,28947,17615,14637,2978,8778,7328,1450,8837,7309,1528,1908158,1787486,120672,947421,890421,57000,960737,897065,63672,1908158,1855573,1781601,73972,52585,49821,49675,146,0,0,0,891,479,412,0,1873,1873,0,0,0
1216,2019MM01,January,2019,Rotterdam,1607,938,789,149,471,396,75,467,393,74,84056,78196,5860,42870,39631,3239,41186,38565,2621,84056,79966,75090,4876,4090,3614,3614,0,0,0,0,0,0,0,0,476,476,0,0,0
1217,2019MM02,February,2019,Rotterdam,1858,978,832,146,491,416,75,487,416,71,95420,87853,7567,45623,41987,3636,49797,45866,3931,95420,91161,83748,7413,4259,4259,4259,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,2019MM03,March,2019,Rotterdam,2138,1286,1099,187,642,550,92,644,549,95,137683,129579,8104,70235,66183,4052,67448,63396,4052,137683,130992,121959,9033,6691,6691,6691,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,2019KW01,Q1,2019,Rotterdam,5603,3202,2720,482,1604,1362,242,1598,1358,240,317159,295628,21531,158728,147801,10927,158431,147827,10604,317159,302119,280797,21322,15040,14564,14564,0,0,0,0,0,0,0,0,476,476,0,0,0
1220,2019MM04,April,2019,Rotterdam,2642,1556,1333,223,782,659,123,774,674,100,169142,158813,10329,77152,72367,4785,91990,86446,5544,169142,159234,150456,8778,9908,9908,9908,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,2019MM05,May,2019,Rotterdam,3194,2011,1716,295,1000,854,146,1011,862,149,227437,217628,9809,112360,107018,5342,115077,110610,4467,227437,221218,209625,11593,6219,6219,6219,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,2019MM06,June,2019,Rotterdam,3197,1943,1663,280,974,831,143,969,832,137,240069,227728,12341,118538,112933,5605,121531,114795,6736,240069,231448,218310,13138,8621,8621,8621,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,2019KW02,Q2,2019,Rotterdam,9033,5510,4712,798,2756,2344,412,2754,2368,386,636648,604169,32479,308050,292318,15732,328598,311851,16747,636648,611900,578391,33509,24748,24748,24748,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,2019MM07,July,2019,Rotterdam,3212,2039,1667,372,1017,832,185,1022,835,187,251074,228036,23038,113281,105557,7724,137793,122479,15314,251074,238037,217858,20179,13037,13037,13037,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,2019MM08,August,2019,Rotterdam,3185,2099,1677,422,1045,839,206,1054,838,216,269858,235289,34569,142244,122700,19544,127614,112589,15025,269858,252335,224553,27782,17523,17358,17358,0,0,0,0,0,0,0,0,165,165,0,0,0
1226,2019MM09,September,2019,Rotterdam,3020,1997,1652,345,1003,826,177,994,826,168,240606,223805,16801,122672,112551,10121,117934,111254,6680,240606,229982,215278,14704,10624,10624,10624,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,2019KW03,Q3,2019,Rotterdam,9417,6135,4996,1139,3065,2497,568,3070,2499,571,761538,687130,74408,378197,340808,37389,383341,346322,37019,761538,720354,657689,62665,41184,41019,41019,0,0,0,0,0,0,0,0,165,165,0,0,0
1228,2019MM10,October,2019,Rotterdam,2739,1771,1466,305,885,737,148,886,729,157,198592,184448,14144,107016,98935,8081,91576,85513,6063,198592,187377,174085,13292,11215,11215,11215,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,2019MM11,November,2019,Rotterdam,1769,910,730,180,454,365,89,456,365,91,91748,84953,6795,48123,44380,3743,43625,40573,3052,91748,83215,76334,6881,8533,8533,8533,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,2019MM12,December,2019,Rotterdam,1539,878,750,128,439,375,64,439,375,64,89113,84372,4741,41797,39599,2198,47316,44773,2543,89113,81414,73012,8402,7699,7699,7699,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,2019KW04,Q4,2019,Rotterdam,6047,3559,2946,613,1778,1477,301,1781,1469,312,379453,353773,25680,196936,182914,14022,182517,170859,11658,379453,352006,323431,28575,27447,27447,27447,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,2019JJ00,2019,2019,Rotterdam,30100,18406,15374,3032,9203,7680,1523,9203,7694,1509,2094798,1940700,154098,1041911,963841,78070,1052887,976859,76028,2094798,1986379,1840308,146071,108419,107778,107778,0,0,0,0,0,0,0,0,641,641,0,0,0
1250,2021MM01,January,2021,Rotterdam,753,181,12,169,83,6,77,98,6,92,3311,922,2389,2053,601,1452,1258,321,937,3311,34,0,34,3277,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,2021MM02,February,2021,Rotterdam,714,144,8,136,74,5,69,70,3,67,2871,623,2248,1508,361,1147,1363,262,1101,2871,0,0,0,2871,2871,2871,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,2021MM03,March,2021,Rotterdam,972,185,0,185,88,0,88,97,0,97,98,0,98,57,0,57,41,0,41,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,2021KW01,Q1,2021,Rotterdam,2439,510,20,490,245,11,234,265,9,256,6280,1545,4735,3618,962,2656,2662,583,2079,6280,132,98,34,6148,6148,6148,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,2021MM04,April,2021,Rotterdam,1239,195,24,171,100,12,88,95,12,83,1945,1166,779,642,385,257,1303,781,522,1945,1945,1166,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,2021MM05,May,2021,Rotterdam,1263,267,110,157,132,55,77,135,55,80,8912,8162,750,4045,3766,279,4867,4396,471,8912,8912,8162,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,2021MM06,June,2021,Rotterdam,1700,579,392,187,289,196,93,290,196,94,39309,34626,4683,15981,14977,1004,23328,19649,3679,39309,33826,32653,1173,5483,5483,5483,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,2021KW02,Q2,2021,Rotterdam,4202,1041,526,515,521,263,258,520,263,257,50166,43954,6212,20668,19128,1540,29498,24826,4672,50166,44683,41981,2702,5483,5483,5483,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,2021MM07,July,2021,Rotterdam,2406,1312,949,363,666,471,195,646,478,168,113882,99254,14628,45390,42499,2891,68492,56755,11737,113882,98923,91688,7235,14959,14959,14959,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,2021MM08,August,2021,Rotterdam,2665,1516,1209,307,749,605,144,767,604,163,181957,164620,17337,98121,86741,11380,83836,77879,5957,181957,164739,155694,9045,17218,17218,17218,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,2021MM09,September,2021,Rotterdam,2630,1410,1154,256,706,577,129,704,577,127,167169,160178,6991,84608,79906,4702,82561,80272,2289,167169,158465,154626,3839,8704,8616,8616,0,0,0,0,0,0,0,0,88,88,0,0,0
1261,2021KW03,Q3,2021,Rotterdam,7701,4238,3312,926,2121,1653,468,2117,1659,458,463008,424052,38956,228119,209146,18973,234889,214906,19983,463008,422127,402008,20119,40881,40793,40793,0,0,0,0,0,0,0,0,88,88,0,0,0
1262,2021MM10,October,2021,Rotterdam,2367,1303,1022,281,643,513,130,660,509,151,147368,141152,6216,78845,75517,3328,68523,65635,2888,147368,141726,136483,5243,5642,5642,5642,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,2021MM11,November,2021,Rotterdam,1502,674,406,268,331,201,130,343,205,138,48278,45877,2401,26319,24750,1569,21959,21127,832,48278,48278,43563,4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,2021MM12,December,2021,Rotterdam,1060,541,376,165,285,186,99,256,190,66,40295,39325,970,15463,15048,415,24832,24277,555,40295,40295,36141,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,2021KW04,Q4,2021,Rotterdam,4929,2518,1804,714,1259,900,359,1259,904,355,235941,226354,9587,120627,115315,5312,115314,111039,4275,235941,230299,216187,14112,5642,5642,5642,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,2021JJ00,2021,2021,Rotterdam,19271,8307,5662,2645,4146,2827,1319,4161,2835,1326,755395,695905,59490,373032,344551,28481,382363,351354,31009,755395,697241,660274,36967,58154,58066,58066,0,0,0,0,0,0,0,0,88,88,0,0,0
1267,2022MM01,January,2022,Rotterdam,1437,734,495,239,356,248,108,378,247,131,58903,57702,1201,31498,30769,729,27405,26933,472,58903,58903,51443,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,2022MM02,February,2022,Rotterdam,1514,699,504,195,361,250,111,338,254,84,63510,62410,1100,28697,28296,401,34813,34114,699,63510,62829,56943,5886,681,681,681,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,2022MM03,March,2022,Rotterdam,2461,989,781,208,485,390,95,504,391,113,101163,99550,1613,52056,51206,850,49107,48344,763,101163,96857,88255,8602,4306,4306,4306,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,2022KW01,Q1,2022,Rotterdam,5412,2422,1780,642,1202,888,314,1220,892,328,223576,219662,3914,112251,110271,1980,111325,109391,1934,223576,218589,196641,21948,4987,4987,4987,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,2022MM04,April,2022,Rotterdam,2733,1437,1134,303,721,561,160,716,573,143,139308,133639,5669,62282,59844,2438,77026,73795,3231,139308,135457,120083,15374,3851,3813,3813,0,0,0,0,38,38,0,0,0,0,0,0,0
1272,2022MM05,May,2022,Rotterdam,3412,1974,1579,395,979,788,191,995,791,204,224714,210599,14115,111325,104491,6834,113389,106108,7281,224714,214554,185102,29452,10160,10160,10160,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,2022MM06,June,2022,Rotterdam,3368,1858,1460,398,931,728,203,927,732,195,224069,211109,12960,107372,102501,4871,116697,108608,8089,224069,211028,182094,28934,13041,13041,13041,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,2022KW02,Q2,2022,Rotterdam,9513,5269,4173,1096,2631,2077,554,2638,2096,542,588091,555347,32744,280979,266836,14143,307112,288511,18601,588091,561039,487279,73760,27052,27014,27014,0,0,0,0,38,38,0,0,0,0,0,0,0
1275,2022MM07,July,2022,Rotterdam,3884,2465,1815,650,1251,901,350,1214,914,300,312468,260772,51696,139595,119869,19726,172873,140903,31970,312468,286338,207511,78827,26130,26130,26130,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,2022MM08,August,2022,Rotterdam,3628,2353,1747,606,1164,872,292,1189,875,314,305371,246248,59123,164241,129386,34855,141130,116862,24268,305371,279646,199461,80185,25725,25725,25725,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,2022MM09,September,2022,Rotterdam,3191,1927,1487,440,967,742,225,960,745,215,226890,207995,18895,114436,103520,10916,112454,104475,7979,226890,212330,172742,39588,14560,14560,14560,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,2022KW03,Q3,2022,Rotterdam,10703,6745,5049,1696,3382,2515,867,3363,2534,829,844729,715015,129714,418272,352775,65497,426457,362240,64217,844729,778314,579714,198600,66415,66415,66415,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,2022MM10,October,2022,Rotterdam,3105,1914,1574,340,950,785,165,964,789,175,232223,216630,15593,120235,111227,9008,111988,105403,6585,232223,218824,176910,41914,13399,13399,13399,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,2022MM11,November,2022,Rotterdam,1930,1037,847,190,514,423,91,523,424,99,116089,114539,1550,60030,59157,873,56059,55382,677,116089,98454,73869,24585,17635,17307,17307,0,0,0,0,0,0,0,0,328,328,0,0,0
1281,2022MM12,December,2022,Rotterdam,1636,996,872,124,502,435,67,494,437,57,108634,108269,365,49986,49795,191,58648,58474,174,108634,91938,70732,21206,16696,16580,16580,0,0,0,0,0,0,0,0,116,116,0,0,0
1282,2022KW04,Q4,2022,Rotterdam,6671,3947,3293,654,1966,1643,323,1981,1650,331,456946,439438,17508,230251,220179,10072,226695,219259,7436,456946,409216,321511,87705,47730,47286,47286,0,0,0,0,0,0,0,0,444,444,0,0,0
1283,2022JJ00,2022,2022,Rotterdam,32299,18383,14295,4088,9181,7123,2058,9202,7172,2030,2113342,1929462,183880,1041753,950061,91692,1071589,979401,92188,2113342,1967158,1585145,382013,146184,145702,145702,0,0,0,0,38,38,0,0,444,444,0,0,0
1284,2023MM01,January,2023,Rotterdam,1840,1052,917,135,521,456,65,531,461,70,113614,113337,277,57780,57584,196,55834,55753,81,113614,100578,83479,17099,13036,13036,13036,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,2023MM02,February,2023,Rotterdam,2059,1108,964,144,557,482,75,551,482,69,123054,121654,1400,57968,57410,558,65086,64244,842,123054,110767,90500,20267,12287,12287,12287,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,2023MM03,March,2023,Rotterdam,2516,1455,1212,243,725,605,120,730,607,123,168396,164877,3519,85668,83877,1791,82728,81000,1728,168396,153435,128199,25236,14961,14961,14961,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,2023KW01,Q1,2023,Rotterdam,6415,3615,3093,522,1803,1543,260,1812,1550,262,405064,399868,5196,201416,198871,2545,203648,200997,2651,405064,364780,302178,62602,40284,40284,40284,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,2023MM04,April,2023,Rotterdam,2712,1469,1205,264,739,597,142,730,608,122,165235,160380,4855,74919,73003,1916,90316,87377,2939,165235,157863,136460,21403,7372,7372,7372,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,2023MM05,May,2023,Rotterdam,3335,1851,1619,232,920,809,111,931,810,121,234535,229489,5046,117182,114269,2913,117353,115220,2133,234535,219786,194077,25709,14749,14749,14749,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,2023MM06,June,2023,Rotterdam,3465,1826,1526,300,914,763,151,912,763,149,223911,219519,4392,109730,107857,1873,114181,111662,2519,223911,210856,186715,24141,13055,13054,13054,0,0,0,0,0,0,0,0,1,1,0,0,0
1291,2023KW02,Q2,2023,Rotterdam,9512,5146,4350,796,2573,2169,404,2573,2181,392,623681,609388,14293,301831,295129,6702,321850,314259,7591,623681,588505,517252,71253,35176,35175,35175,0,0,0,0,0,0,0,0,1,1,0,0,0
1292,2023MM07,July,2023,Rotterdam,3313,2025,1721,304,1011,857,154,1014,864,150,260281,248525,11756,121508,116658,4850,138773,131867,6906,260281,243259,203085,40174,17022,17022,17022,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,2023MM08,August,2023,Rotterdam,3225,1962,1714,248,966,856,110,996,858,138,260788,248439,12349,137880,130849,7031,122908,117590,5318,260788,241671,200739,40932,19117,19117,19117,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,2023MM09,September,2023,Rotterdam,3121,1880,1638,242,937,819,118,943,819,124,242114,236391,5723,122507,119308,3199,119607,117083,2524,242114,228932,196662,32270,13182,13182,13182,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,2023KW03,Q3,2023,Rotterdam,9659,5867,5073,794,2914,2532,382,2953,2541,412,763183,733355,29828,381895,366815,15080,381288,366540,14748,763183,713862,600486,113376,49321,49321,49321,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,2023MM10,October,2023,Rotterdam,2694,1717,1512,205,858,761,97,859,751,108,210975,206902,4073,111722,109352,2370,99253,97550,1703,210975,196811,164874,31937,14164,14164,14164,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,2023MM11,November,2023,Rotterdam,1629,937,805,132,467,401,66,470,404,66,102953,101940,1013,53759,53216,543,49194,48724,470,102953,88697,68803,19894,14256,14256,14256,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,2023MM12,December,2023,Rotterdam,1708,1078,898,180,544,447,97,534,451,83,118749,115514,3235,55868,54195,1673,62881,61319,1562,118749,102431,76707,25724,16318,16318,16318,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,2023KW04,Q4,2023,Rotterdam,6031,3732,3215,517,1869,1609,260,1863,1606,257,432677,424356,8321,221349,216763,4586,211328,207593,3735,432677,387939,310384,77555,44738,44738,44738,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,2023JJ00,2023,2023,Rotterdam,31617,18360,15731,2629,9159,7853,1306,9201,7878,1323,2224605,2166967,57638,1106491,1077578,28913,1118114,1089389,28725,2224605,2055086,1730300,324786,169519,169518,169518,0,0,0,0,0,0,0,0,1,1,0,0,0
1301,2024MM01,January,2024,Rotterdam,1917,1070,927,143,524,464,60,546,463,83,122339,120295,2044,63009,61740,1269,59330,58555,775,122339,107111,89166,17945,15228,15228,15228,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,2024MM02,February,2024,Rotterdam,2029,1211,1015,196,605,507,98,606,508,98,135742,134320,1422,66177,65439,738,69565,68881,684,135742,119944,100668,19276,15798,15798,15798,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,2024MM03,March,2024,Rotterdam,2357,1262,1100,162,631,550,81,631,550,81,145302,144121,1181,73701,73065,636,71601,71056,545,145302,133494,113978,19516,11808,11808,11808,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,2024KW01,Q1,2024,Rotterdam,6303,3543,3042,501,1760,1521,239,1783,1521,262,403383,398736,4647,202887,200244,2643,200496,198492,2004,403383,360549,303812,56737,42834,42834,42834,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,2024MM04,April,2024,Rotterdam,2513,1497,1282,215,742,640,102,755,642,113,172679,170753,1926,79760,78991,769,92919,91762,1157,172679,159755,139085,20670,12924,12924,12924,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,2024MM05,May,2024,Rotterdam,2961,1785,1579,206,899,790,109,886,789,97,229894,228638,1256,115728,114992,736,114166,113646,520,229894,215128,188596,26532,14766,14766,14766,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,2024MM06,June,2024,Rotterdam,3101,1750,1510,240,876,751,125,874,759,115,229999,226665,3334,112806,111363,1443,117193,115302,1891,229999,216655,189135,27520,13344,13344,13344,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,2024KW02,Q2,2024,Rotterdam,8575,5032,4371,661,2517,2181,336,2515,2190,325,632572,626056,6516,308294,305346,2948,324278,320710,3568,632572,591538,516816,74722,41034,41034,41034,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,2024MM07,July,2024,Rotterdam,3323,2050,1674,376,1025,826,199,1025,848,177,258353,243382,14971,114437,109627,4810,143916,133755,10161,258353,230856,189214,41642,27497,27497,27497,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,2024MM08,August,2024,Rotterdam,3217,1926,1597,329,953,804,149,973,793,180,255353,236840,18513,137967,127609,10358,117386,109231,8155,255353,225438,182971,42467,29915,29915,29915,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,2015MM01,January,2015,Eindhoven,1980,1844,1815,29,922,906,16,922,909,13,247187,246137,1050,127672,127133,539,119515,119004,511,247187,236407,226449,9958,10780,10545,10545,0,0,0,0,235,0,235,0,0,0,0,0,0
1586,2015MM02,February,2015,Eindhoven,1903,1794,1753,41,897,875,22,897,878,19,255091,254445,646,123794,123407,387,131297,131038,259,255091,245053,233813,11240,10038,10038,10038,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,2015MM03,March,2015,Eindhoven,2339,2200,2168,32,1102,1082,20,1098,1086,12,313992,313758,234,157001,156807,194,156991,156951,40,313992,302797,288258,14539,11195,11195,11195,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,2015KW01,Q1,2015,Eindhoven,6222,5838,5736,102,2921,2863,58,2917,2873,44,816270,814340,1930,408467,407347,1120,407803,406993,810,816270,784257,748520,35737,32013,31778,31778,0,0,0,0,235,0,235,0,0,0,0,0,0
1589,2015MM04,April,2015,Eindhoven,2695,2536,2486,50,1266,1242,24,1270,1244,26,386044,382641,3403,184832,183690,1142,201212,198951,2261,386044,374599,346026,28573,11445,11445,11445,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,2015MM05,May,2015,Eindhoven,2980,2835,2760,75,1417,1381,36,1418,1379,39,446497,438742,7755,223633,219760,3873,222864,218982,3882,446497,437592,396055,41537,8905,8905,8905,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2015MM06,June,2015,Eindhoven,2948,2752,2672,80,1377,1334,43,1375,1338,37,426021,417300,8721,211387,206865,4522,214634,210435,4199,426021,418175,383188,34987,7846,7846,7846,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,2015KW02,Q2,2015,Eindhoven,8623,8123,7918,205,4060,3957,103,4063,3961,102,1258562,1238683,19879,619852,610315,9537,638710,628368,10342,1258562,1230366,1125269,105097,28196,28196,28196,0,0,0,0,0,0,0,0,0,0,0,0,0
